agree,يُوَافِقُ,hold;jibe;concord
vine,كَرْمَة,vine
aroma,عَبِير,smell;odor;odour
beverage,مَشْرُوب,drink;drinkable;potable
cluster,عُنْقُود,bunch;clustering;constellate
combine,يَدْمُجُ,flux;trust;cartel
condensed,مُكَثَّف,digest;distil;condense
contemporary,مُعَاصِر,modern-day;present-day;coeval
cultivate,يَزْرَعُ,work;train;educate
divine,إِلَهِيّ,Jehovah;providential;Divine
humid,رَطْب,humid
odor,رَائِحَة,smell;odour;olfactory sensation
palate,حَنَك,roof of the mouth
paradise,جَنَّة,nirvana;heaven;Eden
plantation,مَزْرَعَة,Plantation;grove;woodlet
rapid,سَرِيع,speedy
rate,مُعَدَّل,rank;value;range
soothing,مُهَدِّئ,assuasive;console;comfort
subtle,دَقِيق,pernicious;insidious;elusive
texture,نَسِيج,grain
toxic,سَامّ,toxic
vary,يَتَنَوَّعُ,change;diverge;depart
admiral,أَمِيرَال,full admiral
arc,قَوْس,spark;electric discharge;curve
character,شَخْصِيَّة,lineament;part;fibre
conscience,ضَمِير,sense of right and wrong;scruples;moral sense
escape,يَهْرُبُ,elude;outflow;break loose
fiery,نَارِيّ,torrid;fervid;ardent
flesh,لَحْم,chassis;physical body;material body
grapefruit,جْرِيبْ فْرُوت,Citrus paradisi
hay,قَشّ,hay
horrified,مَرْعُوب,horror-struck;horror-stricken;dismay
kerosene,كِيرُوسِين,lamp oil;kerosine;coal oil
loop,حَلْقَة,coil;grummet;intertwine
middle,مُنْتَصَف,center;in-between;midsection
paddle,مِجْدَاف,waddle;toddle;boat paddle
sour,حَامِض,tartness;acidulate;sourness
stake,وَتَد,gage;back;bet
steward,مُضِيف,keeper;shop steward;custodian
string,خَيْط,string up;draw;twine
thorn,شَوْكَة,sticker;pricker;spikelet
wreck,يُحَطِّمُ,wrack;bust up;shipwreck
admonish,يُوَبِّخُ,monish;discourage;warn
audible,مَسْمُوع,hearable
awesome,رَائِع,awing;awe-inspiring;awful
beware,يَحْذَرُ,mind
brag,يَتَبَاهَى,bluster;boss;gasconade
conscious,وَاعٍ,witting
disagree,يُخَ��لِفُ,differ;discord;take issue
echo,صَدَى,repeat;ring;Echo
eventual,نِهَائِيّ,eventual
hint,تَلْمِيح,lead;steer;wind
idiot,أَحْمَق,retard;imbecile;moron
immense,هَائِل,vast;huge;Brobdingnagian
indirect,غَيْرُ مُبَاشِر,collateral
option,خِيَار,pick;choice;alternative
pastime,تَسْلِيَة,interest;pursuit
perfect,مِثَالِيّ,perfective;complete;gross
pinpoint,يُحَدِّدُ بِدِقَّة,speck;nail
switch,يُبَدِّلُ,flip;replacement;throw
thorough,شَامِل,thoroughgoing;exhaustive
torment,يُعَذِّبُ,rag;agony;curse
abrupt,مُفَاجِئ,precipitous;disconnected;sharp
agony,عَذَاب,torment;suffering;excruciation
assassin,قَاتِل,assassinator;bravo
beard,لِحْيَة,face fungus;whiskers;byssus
beast,وَحْش,wildcat;animal;wolf
chapel,كَنِيسَة صَغِيرَة,chapel service
commentator,مُعَلِّق,reviewer;observer
con,يَخْدَعُ,memorize;flimflam;memorise
consensus,إِجْمَاع,consensus
conspiracy,مُؤَامَرَة,cabal;confederacy
coup,انْقِلَاب,putsch;coup d'etat;takeover
cynical,مُتَشَائِم,misanthropical;misanthropic
dome,قُبَّة,domed stadium;bean;attic
exclaim,يَهْتِفُ,cry;cry out;call out
forum,مُنْتَدَى,assembly;meeting place
glamour,سِحْر,witch;jinx;hex
harass,يُضَايِقُ,chevvy;chevy;chivvy
illuminate,يُنِيرُ,crystalize;illumine;shed light on
inflame,يُشْعِلُ,wake;conflagrate;ignite
melody,لَحْن,melodic phrase;strain;line
awhile,لَحْظَة,for a while
cyberspace,فَضَاء إلكتروني,internet;net
edit,يُحَرِّرُ,edit out;blue-pencil;delete
essay,مَقَال,try;seek;assay
evaluate,يُقَيِّمُ,measure;value;appraise
faint,يُغْمَى عَلَيْهِ,deliquium;fainthearted;faint-hearted
global,عَالَمِيّ,globose;planetary;world
gymnasium,صَالَة أَلْعَاب رِيَاضِيَّة,lyceum;middle school;Gymnasium
highlight,يُسَلِّطُ الضَّوْءَ,foreground;high spot;play up
ignorant,جَاهِل,unlearned;illiterate;nescient
index,فِهْرِس,index finger;forefinger;indicator
lecture,مُحَاضَرَة,rag;public lecture;talk
moral,أَخْلَاقِيّ,lesson
operate,يُشَغِّلُ,work;manoeuver;run
private,خَا��ّ,individual;common soldier;buck private
recent,حَدِيث,late;Holocene;Recent epoch
resolution,قَرَار,result;resoluteness;resolving power
semester,فَصْل دِرَاسِيّ,semester
typewritten,مَطْبُوع,typewrite;type
weird,غَرِيب,Wyrd;Weird;uncanny
accustom,يُعَوِّدُ,habituate
alpha,أَلْفَا,alpha
arouse,يُثِيرُ,kindle;wind up;call forth
articulate,فَصِيح,enounce;word;joint
buzz,طَنِين,bombilate;bombilation;seethe
clash,صِدَام,jar;clank;clangour
classification,تَصْنِيف,categorization;sorting;compartmentalisation
cling,يَتَشَبَّثُ,hang;clingstone;cleave
compliance,امْتِثَال,compliancy;obligingness;deference
comprehend,يَفْهَمُ,grok;embrace;compass
congregate,يَتَجَمَّعُ,congregate
custody,حَضَانَة,hold;hands;detainment
disperse,يُفَرِّقُ,circulate;broadcast;pass around
embody,يُجَسِّدُ,body forth;personify;incarnate
empirical,تَجْرِيبِيّ,empiric
exclusion,اسْتِبْعَاد,exception;excommunication;riddance
flock,يَتَجَمَّعُ,pot;plenty;cluster
graze,يَرْعَى,rake;range;crease
intelligent,ذَكِيّ,well-informed;reasoning;thinking
jungle,أَدْغَال,hobo camp
account,حِسَاب,chronicle;answer for;business relationship
architect,مُهَنْدِس مِعْمَارِيّ,designer
conceal,يُخْفِي,hold in;hide;hold back
crime,جَرِيمَة,offense;law-breaking;criminal offense
deed,صَكّ,human activity;deed of conveyance;human action
gratitude,امْتِنَان,gratitude
habitat,مَوْطِن,home ground
intervene,يَتَدَخَّلُ,step in;interfere;interpose
landmark,مَعْلَم,turning point;watershed
legal,قَانُونِيّ,sound;effectual
memorable,لَا يُنْسَى,memorable
oblige,يُلْزِمُ,hold;accommodate;obligate
offense,جَرِيمَة,offensive activity;law-breaking;crime
proclaim,يُعْلِنُ,glorify;laud;predicate
rally,تَجَمُّع,rag;tantalize;drum up
resolve,يَحُلُّ,firmness of purpose;resoluteness;resolution
resource,مَوْرِد,resourcefulness;imagination
sentence,حُكْم,condemn;prison term;time
volunteer,يَتَطَوَّعُ,unpaid worker;Tennessean;voluntary
witness,شَاهِد,looker;attestor;find
access,وُصُول,memory access;admittance;access code
conduct,سُلُوك,transmit;lead;deport
constant,مُسْتَمِرّ,never-ending;changeless;constant quantity
crack,شَقّ,ace;crack cocaine;topnotch
device,جِهَاز,gimmick;twist
enclose,يُحِيطُ,hold in;stick in;shut in
grip,قَبْضَة,bag;clutches;clench
halt,يَتَوَقَّفُ,block;crippled;hitch
impending,وِشِيك,imminent;close at hand;impendent
influence,تَأْثِير,work;mold;regulate
law,قَانُون,legal philosophy;natural law;practice of law
mode,وَضْع,mood;modal value;style
perspire,يَتَعَرَّقُ,sudate;sweat
replace,يَسْتَبْدِلُ,supersede;supervene upon;interchange
snap,يَنْكَسِرُ,snarl;shoot;centering
sly,مَاكِر,guileful;knavish;crafty
tend,يَمِيلُ,run;be given;incline
valid,صَالِح,valid
version,نُسْخَة,interlingual rendition;translation;reading
whatsoever,عَلَى الْإِطْلَاق,any;whatever
alongside,جَنْبًا إِلَى جَنْب,aboard
appetite,شَهِيَّة,appetency;appetence
assist,يُسَاعِدُ,attend;attend to;wait on
breeze,نَسِيم,walkover;zephyr;gentle wind
defy,يَتَحَدَّى,hold;dare;resist
display,يَعْرِضُ,exhibit;video display;show
efficient,فَعَّال,effective
feeble,ضَعِيف,infirm;debile;rickety
forgive,يَسَامِحُ,forgive
lively,حَيَوِيّ,racy;alert;resilient
majestic,مَهِيب,lofty;purple;gallant
nor,وَلَا,nor
outraged,غَاضِب,dishonour;scandalise;dishonor
pessimistic,مُتَشَائِم,pessimistic
relationship,عَلَاقَة,kinship;human relationship;family relationship
slap,يَصْفَعُ,slapdash;bolt;bang
smash,يُحَطِّمُ,hit;demolish;strike
successful,نَاجِح,successful
wage,أَجْر,pay;remuneration;salary
whereas,بَيْنَمَا,whereas
animate,حَيّ,revive;quicken;liven up
classify,يُصَنِّفُ,class;separate;sort
concede,يَعْتَرِفُ,grant;confess;profess
concept,مَفْهُوم,conception;construct
construct,يَبْنِي,build;fabricate;manufacture
decade,عَقْد,10;decennary;decennium
diagram,رَسْم بَيَانِيّ,plot
ferry,عَبَّارَة,ferrying;ferryboat
handy,مُفِيد,ready to hand;Handy;W. C. Handy
isolate,يَعْزِلُ,sequester;insulate;set apart
longing,شَوْق,long;yearning;yearn
numerous,عَدِيد,legion
particle,جُسَيْم,molecule;mote;subatomic particle
plea,الْتِمَاس,supplication
refrain,يَمْتَنِعُ,abstain;forbear;chorus
review,مُرَاجَعَة,reassessment;recapitulation;brushup
sophisticated,مُتَطَوِّر,convolute;doctor;doctor up
surrender,يَسْتَسْلِمُ,resignation;fall;deliver
upright,مُنْتَصِب,vertical;erect;unsloped
worthwhile,جَدِير بِالاهْتِمَام,worthwhile
alliance,تَحَالُف,coalition;alignment;bond
applause,تَصْفِيق,clapping;hand clapping
armed,مُسَلَّح,gird;arm;fortify
authoritative,ذُو سُلْطَة,authorized;classical;authorised
bravery,شَجَاعَة,courage;courageousness;braveness
ceremony,احْتِفَال,ceremonial occasion;ceremonial;observance
culture,ثَقَافَة,civilization;cultivation;refinement
defense,دِفَاع,United States Department of Defense;defence force;defense mechanism
detail,تَفْصِيل,item;particular;point
diverse,مُتَنَوِّع,divers;various
enchant,يَسْحَرُ,witch;transport;enthral
equip,يُجَهِّزُ,fit out;outfit;fit
exception,اسْتِثْنَاء,exclusion;elision
genre,نَوْع,writing style;musical genre;music genre
impact,تَأْثِير,shock;wallop;touch
lure,يُغْرِي,come-on;decoy;bait
obstacle,عَقَبَة,obstruction
shelter,مَأْوَى,protection;tax shelter
supply,يُزَوِّدُ,provision;render;supplying
vain,مَغْرُور,conceited;swollen;self-conceited
alternative,بَدِيل,choice;alternate;substitute
avenue,شَارِع,boulevard
belly,بَطْن,paunch;venter;abdomen
bid,مُحَاوَلَة,command;tender;invite
blow,يَهُبُّ,fuck up;mishandle;gasconade
conflict,صِرَاع,fight;infringe;contravene
continent,قَارَّة,Continent;celibate
current,تَيَّار,stream;flow;electric current
disrespect,عَدَمُ احْتِرَام,disesteem;discourtesy;contempt
enthusiasm,حَمَاس,ebullience;exuberance
harsh,قَاسٍ,rough;coarse;abrasive
lean,يَمِيلُ,slant;run;leaning
meantime,فِي هَذِهِ الْأَثْنَاء,interim;in the meantime;meanwhile
mischief,شَقَاوَة,mischief-making;devilment;roguishness
muscle,عَضَلَة,muscularity;heftiness;brawniness
rescue,يُنْقِذُ,delivery;deliverance;saving
succession,تَتَابُع,successiveness;chronological sequence;sequence
terrain,تَضَارِيس,terrain
timid,خَجُول,unsure;fainthearted;faint-hearted
violence,عُنْف,force;vehemence;fierceness
affect,يُؤَثِّرُ,feign;dissemble;regard
autograph,تَوْقِيع,John Hancock;inscribe
bead,خَرَزَة,beadwork;drop;astragal
brew,يُخَمِّرُ,brewage
charm,يَسْحَرُ,entrance;beguile;magic spell
destiny,قَدَر,lot;portion;luck
equipment,مُ��َدَّات,equipment
horn,بُوق,trump;cornet;French horn
irritable,سَرِيعُ الْغَضَب,peevish;nettlesome;scratchy
lag,يَتَخَلَّفُ,imprison;meantime;stave
nightmare,كَابُوس,incubus
nutritious,مُغَذٍّ,nutrient;nutritive;nourishing
protein,بُرُوتِين,protein
signature,تَوْقِيع,touch;signature tune;theme song
stuff,أَشْيَاء,ingurgitate;satiate;block
subconscious,لَاشُعُورِيّ,subconscious mind
van,شَاحِنَة,caravan;avant-garde;vanguard
warn,يُحَذِّرُ,monish;discourage;admonish
workout,تَمْرِين,exercise;physical exertion;exercising
zoom,يُسْرِعُ,rapid climb;whizz;soar up
brick,طُوب,brick
crumble,يَتَفَتَّتُ,crumple;break down;tumble
dough,عَجِين,gelt;lucre;boodle
express,يُعَبِّرُ,limited;carry;state
fist,قَبْضَة,clenched fist
flexible,مَرِن,compromising;whippy;elastic
flush,يَحْمَرُّ,gush;outpouring;crimson
injure,يُصِيبُ,offend;hurt;wound
lump,كُتْلَة,swelling;clod;ball
mixture,خَلِيط,smorgasbord;miscellanea;commixture
reconcile,يُصَالِحُ,accommodate;settle;patch up
ruin,يُدَمِّرُ,break;downfall;ruining
shatter,يَتَحَطَّm,shatter
shutter,مِصْرَاع,shutter
sift,يُنَخِّلُ,strain;sieve
slight,طَفِيف,fragile;flimsy;thin
sparkle,يَلْمَعُ,spark;fizz;twinkle
sprinkle,يَرُشُّ,scattering;sprinkling;dot
stale,قَدِيم,moth-eaten;dusty;cold
utter,يَنْطِقُ,staring;perfect;emit
although,بِالرَّغْمِ مِنْ,although
apply,يُطَبِّقُ,hold;utilise;lend oneself
await,يَنْتَظِرُ,expect;look;wait
beloved,مَحْبُوب,darling;dear;love
climate,مُنَاخ,mood;clime
complain,يَشْكُو,quetch;kick;kvetch
confuse,يُرْبِكُ,obnubilate;befuddle;confound
due,مُسْتَحَقّ,referable;ascribable;imputable
establish,يُؤَسِّسُ,institute;constitute;build
furnace,فُرْن,furnace
leash,زِمَام,lead;troika;3
mature,يَنْضُجُ,suppurate;maturate;ripen
measure,يَقِيسُ,cadence;measure out;touchstone
midst,وَسَط,thick
misery,بُؤْس,miserableness;wretchedness
powerless,عَاجِز,powerless
prior,سَابِق,anterior
research,بَحْث,inquiry;search;explore
spaceship,سَفِينَة فَضَائِي��َة,starship
variety,تَنَوُّع,smorgasbord;change;kind
altogether,تَمَامًا,raw;all;tout ensemble
bind,يَرْبُطُ,hold;attach;hold fast
bruise,كَدْمَة,contusion;offend;hurt
custom,عَادَة,tradition;custom-made;customs
disobedient,عَاصٍ,unruly
foresee,يَتَنَبَّأُ,counter;previse;forestall
glimpse,لَمْحَة,coup d'oeil;glance
hoop,طَوْق,ring;basket;wicket
misfortune,سُوءُ حَظّ,tough luck;ill luck;bad luck
negative,سَلْبِيّ,veto;minus;electronegative
per,لِكُلّ,per
plead,يَتَوَسَّلُ,plead
rip,يُمَزِّقُ,blood;tear;tide rip
sake,لِأَجْلِ,rice beer;interest;saki
scrape,يَكْشُطُ,scratching;scrape up;scratch up
source,مَصْدَر,origin;root;generator
stern,صَارِم,hind end;arse;unforgiving
stitch,يَخِيطُ,run up;sew together;sew
thump,ضَرْبَة,beat;thumping;pound
vehement,عَنِيف,trigger-happy;tearing;fierce
ailing,مَرِيض,ail;peaked;under the weather
alike,مُتَشَابِه,like;similar;likewise
appall,يُرَوِّعُ,shock;scandalise;dismay
bathe,يَسْتَحِمُّ,bath
bounds,حُدُود,recoil;jump;spring
critique,يَنْتَقِدُ,review article;critical review;review
demography,دِيمُوغرافيا,human ecology
diagnosis,تَشْخِيص,diagnosing
dip,انْخِفَاض,douse;angle of dip;fall
distress,ضِيق,suffering;hurt;distraint
fever,حُمَّى,febricity;febrility;feverishness
grim,قَاتِم,unforgiving;unappeasable;dreary
gut,أَمْعَاء,intestine;bowel;catgut
helmet,خُوذَة,helmet
herb,عُشْب,herbaceous plant
militant,مُتَشَدِّد,warlike;competitive;war-ridden
miracle,مُعْجِزَة,miracle
mourn,يَحْزَنُ,mourn
nonsense,هَرَاء,nonsensicality;hokum;gimcrackery
physician,طَبِيب,doctor;medico;doc
accent,لَهْجَة,speech pattern;emphasize;accent mark
barber,حَلَّاق,Barber;Samuel Barber
basement,قَبْو,cellar
blank,فَارِغ,dummy;lacuna;white
blink,يَرْمِشُ,blink away;eye blink;twinkle
choir,جَوْقَة,chorus;consort
comic,هَزَلِيّ,laughable;mirthful;amusing
complicate,يُعَقِّدُ,perplex;refine;rarify
decline,يَرْفُضُ,go down;pass up;declination
errand,مُهِمَّة,errand
glove,قُفَّاز,baseball glove;boxing glove;mitt
hermit,نَاسِك,anchorite;solitudinarian;recluse
justly,بِعَدْل,rightly;right;justifiedly
leather,جِلْد,leather
ponder,يَتَأَمَّلُ,meditate;mull over;excogitate
reserve,يَحْجُزُ,hold;taciturnity;earmark
script,نَصّ,playscript;hand;book
search,يَبْحَثُ,seek;hunt;hunting
slam,يَصْفَعُ,jibe;slam dance;barb
staircase,سُلَّم,stairway
afflicted,مُصَاب,afflict;impaired;smite
aisle,مَمَرّ,gangway
atmosphere,جَوّ,aura;atmospheric state;atm
author,مُؤَلِّف,writer;source;generator
breakdown,عُطْل,equipment failure;crack-up;dislocation
cargo,شُحْنَة,payload;consignment;loading
chapter,فَصْل,chapter
connect,يَرْبُطُ,link;plug in;tie in
etc.,إِلَخ,and so on;and so forth;etcetera
flip,يَقْلِبُ,impudent;turn over;flick
idle,عَاطِل,laze;baseless;slug
notify,يُخْطِرُ,advise;give notice;apprize
pea,بَازِلَّاء,pea plant
raisin,زَبِيب,raisin
retain,يَحْتَفِظُ,hold;keep on;keep
state,يُصَرِّحُ,nation;say;state of matter
tray,صِينِيَّة,tray
unfortunate,مُؤْسِف,inauspicious;unfortunate person
vivid,وَاضِح,pictorial;bright;intense
vomit,يَتَقَيَّأُ,vomitive;barf;puke
ambition,طُمُوح,dream;ambitiousness;aspiration
ambulance,سَيَّارَةُ إِسْعَاف,ambulance
ankle,كَاحِل,mortise joint;articulatio talocruralis;ankle joint
cabin,كُوخ,cabin
calendar,تَقْوِيم,calendar
calorie,سُعْرَة حَرَارِيَّة,large calorie;Calorie;kilocalorie
cave,كَهْف,spelunk;undermine
constantly,بِاسْتِمْرَار,forever;incessantly;invariably
contingent,وَفْد,contingent on;dependant upon;depending on
deadline,مَوْعِد نِهَائِيّ,deadline
exert,يَبْذُلُ,maintain;wield;exercise
flank,يُجَانِبُ,wing
fond,مُغْرَم,tender;adoring;warm
forbid,يَمْنَعُ,veto;foreclose;interdict
haul,يَجُرُّ,cart;catch;draw
impair,يُضْعِفُ,vitiate;mar;spoil
impatient,نَافِدُ الصَّبْر,raring
mid,مُنْتَصَف,mid
nutrition,تَغْذِيَة,nutriment;sustenance;victuals
optimist,مُتَفَائِل,optimist
background,خَلْفِيَّة,backcloth;downplay;background signal
bait,طُعْم,rag;come-on;rally
chronicle,يُؤَرِّخُ,history;story;account
copper,نُحَاس,bull;cop;pig
disease,مَرَض,disease
folklore,فُلْكُلُور,folklore
infect,يُعْدِي,taint
itch,حَكَّة,spoil;itching;itchiness
literature,أَدَب,lit
millennium,أَلْفِيَّة,millenary
myth,أُسْطُورَة,myth
promote,يُرَقِّي,further;kick upstairs;raise
relate,يَرْتَبِطُ,link;tie in;have-to doe with
religion,دِين,religious belief;faith;organized religion
sum,مَجْمُوع,center;summation;inwardness
teller,صَرَّاف,bank clerk;narrator;vote counter
trustworthy,جَدِير بِالثِّقَة,trusty
update,يُحَدِّثُ,update
vein,وَرِيد,venous blood vessel;mineral vein;vena
venom,سُمّ,spitefulness;spite;malice
charity,صَدَقَة,Greek valerian;Polemonium caeruleum;Jacob's ladder
commerce,تِجَارَة,Commerce Department;commercialism;mercantilism
condemn,يُدِينُ,objurgate;sentence;decry
cozy,دَافِئ,tea cozy;informal;cosy
deplete,يَسْتَنْفِدُ,run through;use up;eat up
economy,اقْتِصَاد,economic system;thriftiness;saving
empire,إِمْبَرَاطُورِيَّة,imperium;conglomerate;Empire
goods,بَضَائِع,good;commodity;goodness
heed,يَنْتَبِهُ,attentiveness;listen;regard
hitchhike,يَسْتَوْقِفُ السَّيَّارَات,hitch;thumb
mock,يَسْخَرُ,bemock
neutral,مُحَايِد,achromatic;indifferent;impersonal
persecute,يَضْطَهِدُ,oppress
pity,شَفَقَة,sympathize with;compassion;compassionate
reduce,يُقَلِّلُ,bring down;melt off;trim back
scribe,كَاتِب,scriber;copyist;Scribe
temper,مِزَاج,toughness;chasten;moderate
throne,عَرْش,pot;toilet;enthrone
unity,وَحْدَة,ace;wholeness;one
victor,مُنْتَصِر,superior;winner;master
accurate,دَقِيق,exact;precise
analyze,يُحَلِّلُ,study;break down;psychoanalyse
asteroid,كُوَيْكِب,star-shaped
controversy,جَدَل,disceptation;argument;contention
evolve,يَتَطَوَّرُ,germinate;develop;acquire
factor,عَامِل,constituent;factor in;cistron
genetic,وِرَاثِيّ,transmissible;hereditary;genic
genome,جِينُوم,genome
identical,مُتَطَابِق,very;monovular;indistinguishable
intellectual,مُثَقَّف,rational;intellect;cerebral
majority,أَغْلَبِيَّة,bulk;absolute majority;legal age
mammal,ثَدْيِيّ,mammalian
multiply,يَتَضَاعَفُ,manifold;procreate;reproduce
offspring,ذُرِّيَّة,progeny;materialisation;issue
pesticide,مُبِيد حَشَرِيّ,pesticide
regulate,يُنَظِّمُ,regularise;mold;regularize
reinforce,يُعَزِّزُ,reward;reenforce
stricken,مُصَاب,laid low;smitten;afflicted
vast,شَاسِع,huge;Brobdingnagian;immense
vegetarian,نَبَاتِيّ,vegetarian
bowl,وِعَاء,bowlful;trough;sports stadium
cooking,طَبْخ,fudge;manipulate;wangle
dense,كَثِيف,slow;dim;thick
dignity,كَرَامَة,self-worth;lordliness;gravitas
dominate,يُسَيْطِرُ,command;master;reign
earthen,طِينِيّ,earthen
hostile,عَدَائِيّ,uncongenial;unfriendly
incorrect,خَاطِئ,wrong;faulty
intake,مَدْخُول,aspiration;breathing in;inlet
likewise,كَذَلِكَ,besides;as well;also
machine,آلَة,simple machine;motorcar;auto
medication,دَوَاء,medicinal drug;medicament;medicine
obscure,غَامِض,becloud;hide;vague
oppress,يَقْمَعُ,crush;suppress;persecute
peel,يُقَشِّرُ,strip down;undress;peel off
prescription,وَصْفَة طِبِّيَّة,ethical drug;prescription drug;prescription medicine
progress,تَقَدُّم,come along;build;march on
sandy,رَمْلِيّ,flaxen;sandlike;arenaceous
shortage,نَقْص,shortfall;dearth;famine
skillful,مَاهِر,adept;skilful;nice
aircraft,طَائِرَة,aircraft
celebrity,مَشْهُور,renown;famous person;fame
concrete,خَرَسَانَة,concrete
decisive,حَاسِم,critical
esteemed,مُحْتَرَم,repute;prize;prise
ethical,أَخْلَاقِيّ,honourable;honorable
extinct,مُنْقَرِض,nonextant;out
hardy,قَوِيّ,intrepid;fearless;sturdy
institute,مَعْهَد,plant;constitute;bring
jealousy,غَيْرَة,green-eyed monster
migrate,يُهَاجِرُ,transmigrate
nurture,يُرَبِّي,fosterage;rear;rearing
overhead,عَلَى ارْتِفَاع,viewgraph;command overhead;smash
principle,مَبْدَأ,rule;precept;rationale
rural,رِيفِيّ,rural
secluded,مُنْعَزِل,privy;seclude;sequester
species,نَوْع,coinage;metal money;specie
swamp,مُسْتَنْقَع,deluge;flood;swampland
traverse,يَعْبُرُ,track;get over;cross
zoology,عِلْمُ الْحَيَوَان,fauna;zoological science
accordingly,بِنَاءً عَلَى ذَلِكَ,consequently
anchor,مِرْسَاة,backbone;linchpin;ground tackle
cause,يُسَبِّبُ,grounds;make;suit
context,سِيَاق,circumstance;linguistic context;context of use
designate,يُ��َيِّنُ,denominate;assign;show
distort,يُشَوِّهُ,tinge;warp;strain
dock,رَصِيف,wharf;sour grass;wharfage
energy,طَاقَة,muscularity;Energy Department;free energy
frequent,مُتَكَرِّر,patronize;shop;patronise
gears,تُرُوس,paraphernalia;appurtenance;geartrain
genuine,أَصْلِيّ,literal;real;unfeigned
grease,شَحْم,filth;soil;grunge
knowledge,مَعْرِفَة,noesis;cognition
omit,يَحْذِفُ,neglect;drop;except
offset,يُعَوِّضُ,offset printing;get-go;first
overlap,يَتَدَاخَلُ,intersection;lap;convergence
secondhand,مُسْتَعْمَل,used
skill,مَهَارَة,acquisition;attainment;accomplishment
slot,فُتْحَة,time slot;one-armed bandit;expansion slot
tactic,تَكْتِيك,maneuver;tactics;manoeuvre
beneficial,مُفِيد,good
birthplace,مَسْقَطُ الرَّأْس,place of origin;place of birth;provenance
capacity,سِعَة,electrical capacity;capacitance;mental ability
comparative,مُقَارَن,relative;comparative degree
comprehensive,شَامِل,comprehensive examination;comp
conserve,يَحْفَظُ,husband;conserves;maintain
crucial,حَاسِم,important;all-important;of the essence
cumulative,تَرَاكُمِيّ,accumulative
deposit,يُودِعُ,situate;depositary;stick
distribute,يُوَزِّعُ,deal out;circulate;parcel out
equator,خَطُّ الِاسْتِوَاء,equator
exotic,غَرِيب,alien
federal,فِدْرَالِيّ,Federal soldier;federal official;Union soldier
formation,تَكْوِين,shaping;establishment;geological formation
frequency,تَرَدُّد,absolute frequency;oftenness;frequence
objective,هَدَف,object lens;object glass;aim
oxygen,أُكْسِجِين,O;atomic number 8
rainforest,غَابَة مَطِيرَة,rain forest
strategy,اسْتِرَاتِيجِيَّة,scheme
wooded,مُشَجَّر,wooded
avail,فَائِدَة,service;help
define,يُعَرِّفُ,delimitate;specify;fix
dread,يَخْشَى,fear;horrendous;apprehension
expand,يَتَوَسَّعُ,exposit;flourish;amplify
fundamental,أَسَاسِيّ,central;first harmonic;cardinal
horrifying,مُرَوِّع,dismay;horrify;horrible
incredulous,مُتَشَكِّك,incredulous
linger,يَتَبَقَّى,tarry;footle;lounge
organism,كَائِن حَيّ,being
paraphrase,يُعِيدُ صِيَاغَة,reword;rephrase;paraphrasis
plague,وَبَاء,chevvy;infestation;chevy
presently,حَالِيًّا,currently;soon;shortly
random,عَشْوَائِيّ,random
riot,شَغَب,howler;sidesplitter;drunken revelry
scribble,يُخَرْبِشُ,doodle;scrabble;scrawl
shrine,ضَرِيح,enshrine
solitude,عُزْلَة,purdah
stark,صَارِخ,staring;perfect;severe
summon,يَسْتَدْعِي,rally;muster;summons
worsen,يَسُوءُ,decline;exasperate;aggravate
automobile,سَيَّارَة,motorcar;auto;machine
candidate,مُرَشَّح,nominee;campaigner;prospect
confidential,سِرِّيّ,secret
corporate,شَرِكَاتِيّ,bodied;collective;embodied
enhance,يُحَسِّنُ,raise;heighten
era,عَصْر,earned run average;geological era;epoch
guideline,مَبْدَأ تَوْجِيهِيّ,guidepost;rule of thumb;road map
incorporate,يَدْمُجُ,contain;unified;comprise
interact,يَتَفَاعَلُ,interact
interval,فَتْرَة,time interval;musical interval;separation
mobile,مُتَنَقِّل,roving;Mobile River;peregrine
modify,يُعَدِّلُ,qualify;alter;change
parallel,مُوَازٍ,analogue;parallel of latitude;latitude
phenomenon,ظَاهِرَة,phenomenon
pollute,يُلَوِّثُ,foul;contaminate
ridicule,يَسْخَرُ,blackguard;make fun;derision
solar,شَمْسِيّ,solar
territory,إِقْلِيم,district;soil;territorial dominion
tournament,بُطُولَة,tourney
transportation,نَقْل,transportation system;transport;exile
bill,فَاتُورَة,vizor;account;invoice
boundary,حَدّ,bound;edge;limit
chaos,فَوْضَى,pandemonium;Chaos;bedlam
consistent,مُتَّسِق,ordered;logical;coherent
cyclone,إِعْصَار,cyclone
doomed,مَحْكُوم عَلَيْهِ بِالْفَشَل,unlucky;fated;condemn
heir,وَرِيث,inheritor;heritor;successor
martial,عَسْكَرِيّ,Martial;soldierly;warlike
organic,عُضْوِيّ,constituent;constitutive;constitutional
poultry,دَوَاجِن,fowl;domestic fowl
scramble,يَتَدَافَعُ,beat;scamper;sputter
sergeant,رَقِيب,serjeant;police sergeant;sergeant-at-law
sheer,مَحْض,cobwebby;out-and-out;transparent
stance,مَوْقِف,posture;position
telegraph,تِلِغْرَاف,wire;cable;telegraphy
textile,نَسِيج,fabric;material;cloth
tornado,إِعْصَار,crack cocaine;twister;crack
typhoon,إِعْصَار,typhoon
wail,يَنُوحُ,pule;lament;yaup
wardrobe,خِزَانَةُ مَلَ��بِس,closet;press
adverse,عَكْسِيّ,inauspicious;contrary;untoward
